Perturb Freq,Filter Size,Mu,Psi,Is SVD,Overshoot,Convergence Time
13.5,600,0.007,0.0001,False,2.1843689418417545,47.17702678338908
13.5,600,0.007,0.001,True,1.0197473453014179,2.914120875818824
13.5,600,0.007,0.001,False,2.1843689418417545,47.17702678338908
13.5,600,0.007,0.01,True,1.0197473453014179,2.914120875818824
13.5,600,0.007,0.01,False,2.1843689418417545,47.17702678338908
13.5,600,0.007,0.1,True,1.0197473453014179,2.914120875818824
13.5,600,0.007,0.1,False,2.1843689418417545,47.17702678338908
13.5,600,0.008,0.0001,True,1.0492822117432705,2.664115867705682
13.5,600,0.008,0.0001,False,7.870673324564225,60.86960876620124
13.5,600,0.008,0.001,True,1.0492822117432705,2.664115867705682
13.5,600,0.008,0.001,False,7.870673324564225,60.86960876620124
13.5,600,0.008,0.01,True,1.0492822117432705,2.664115867705682
13.5,600,0.008,0.01,False,7.870673324564225,60.86960876620124
13.5,600,0.008,0.1,True,1.0492822117432705,2.664115867705682
13.5,600,0.008,0.1,False,7.870673324564225,60.86960876620124
13.5,600,0.009000000000000001,0.0001,True,1.5790310808497945,3.3107634367675587
13.5,600,0.009000000000000001,0.0001,False,17.243632143004152,90.0
13.5,600,0.009000000000000001,0.001,True,1.5790310808497945,3.3107634367675587
13.5,600,0.009000000000000001,0.001,False,17.243632143004152,90.0
13.5,600,0.009000000000000001,0.01,True,1.5790310808497945,3.3107634367675587
13.5,600,0.009000000000000001,0.01,False,17.243632143004152,90.0
13.5,600,0.009000000000000001,0.1,True,1.5790310808497945,3.3107634367675587
13.5,600,0.009000000000000001,0.1,False,17.243632143004152,90.0
13.5,600,0.01,0.0001,True,2.2540190467733123,3.928564274124078
13.5,600,0.01,0.0001,False,55.348553312221476,90.0
13.5,600,0.01,0.001,True,2.2540190467733123,3.928564274124078
13.5,600,0.01,0.001,False,55.348553312221476,90.0
13.5,600,0.01,0.01,True,2.2540190467733123,3.928564274124078
13.5,600,0.01,0.01,False,55.348553312221476,90.0
13.5,600,0.01,0.1,True,2.2540190467733123,3.928564274124078
13.5,600,0.01,0.1,False,55.348553312221476,90.0
13.5,600,0.01,0.0001,True,2.2540190467733123,3.928564274124078
13.5,600,0.01,0.0001,False,55.348553312221476,90.0
13.5,600,0.01,0.001,True,2.2540190467733123,3.928564274124078
13.5,600,0.01,0.001,False,55.348553312221476,90.0
13.5,600,0.01,0.01,True,2.2540190467733123,3.928564274124078
13.5,600,0.01,0.01,False,55.348553312221476,90.0
13.5,600,0.01,0.1,True,2.2540190467733123,3.928564274124078
13.5,600,0.01,0.1,False,55.348553312221476,90.0
13.5,600,0.02,0.0001,True,14.39049769318948,11.839780444319793
